MAZ,TAZ,PUMA5CE00,COUNTYFP,MTCCountyID,COUNTYNAME
325318,991,2402,1,4,Alameda
325676,991,2402,1,4,Alameda
325677,991,2402,1,4,Alameda
325847,991,2402,1,4,Alameda
325875,991,2402,1,4,Alameda
325876,991,2402,1,4,Alameda
325897,991,2402,1,4,Alameda
329031,991,2402,1,4,Alameda
329678,991,2402,1,4,Alameda
330486,991,2402,1,4,Alameda
330667,991,2402,1,4,Alameda
330937,991,2402,1,4,Alameda
331091,991,2402,1,4,Alameda
331523,991,2402,1,4,Alameda
331965,991,2402,1,4,Alameda
331967,991,2402,1,4,Alameda
332125,991,2402,1,4,Alameda
332127,991,2402,1,4,Alameda
332228,991,2402,1,4,Alameda
332825,991,2402,1,4,Alameda
333081,991,2402,1,4,Alameda
333097,991,2402,1,4,Alameda
333236,991,2402,1,4,Alameda
333438,991,2402,1,4,Alameda
333441,991,2402,1,4,Alameda
310275,992,2402,1,4,Alameda
310281,992,2402,1,4,Alameda
311597,992,2402,1,4,Alameda
314465,992,2402,1,4,Alameda
315577,992,2402,1,4,Alameda
316688,992,2402,1,4,Alameda
316912,992,2402,1,4,Alameda
320824,992,2402,1,4,Alameda
320826,992,2402,1,4,Alameda
325678,992,2402,1,4,Alameda
325682,992,2402,1,4,Alameda
325683,992,2402,1,4,Alameda
325684,992,2402,1,4,Alameda
325685,992,2402,1,4,Alameda
325686,992,2402,1,4,Alameda
325880,992,2402,1,4,Alameda
325881,992,2402,1,4,Alameda
326176,992,2402,1,4,Alameda
332233,992,2402,1,4,Alameda
332234,992,2402,1,4,Alameda
333944,992,2402,1,4,Alameda
310269,993,2402,1,4,Alameda
310272,993,2402,1,4,Alameda
310277,993,2402,1,4,Alameda
310278,993,2402,1,4,Alameda
310279,993,2402,1,4,Alameda
314453,993,2402,1,4,Alameda
315566,993,2402,1,4,Alameda
319406,993,2402,1,4,Alameda
319586,993,2402,1,4,Alameda
320089,993,2402,1,4,Alameda
320090,993,2402,1,4,Alameda
320968,993,2402,1,4,Alameda
321651,993,2402,1,4,Alameda
325014,993,2402,1,4,Alameda
325024,993,2402,1,4,Alameda
325679,993,2402,1,4,Alameda
325680,993,2402,1,4,Alameda
325878,993,2402,1,4,Alameda
326831,993,2402,1,4,Alameda
330646,993,2402,1,4,Alameda
330925,993,2402,1,4,Alameda
331474,993,2402,1,4,Alameda
332227,993,2402,1,4,Alameda
332230,993,2402,1,4,Alameda
332231,993,2402,1,4,Alameda
333082,993,2402,1,4,Alameda
333083,993,2402,1,4,Alameda
333099,993,2402,1,4,Alameda
333750,993,2402,1,4,Alameda
333752,993,2402,1,4,Alameda
310311,994,2401,1,4,Alameda
310315,994,2401,1,4,Alameda
310323,994,2401,1,4,Alameda
312321,994,2401,1,4,Alameda
314249,994,2401,1,4,Alameda
316723,994,2401,1,4,Alameda
316724,994,2401,1,4,Alameda
317698,994,2401,1,4,Alameda
321801,994,2401,1,4,Alameda
325712,994,2401,1,4,Alameda
325714,994,2401,1,4,Alameda
332264,994,2401,1,4,Alameda
333112,994,2401,1,4,Alameda
310314,995,2401,1,4,Alameda
310984,995,2401,1,4,Alameda
310988,995,2401,1,4,Alameda
310989,995,2401,1,4,Alameda
312308,995,2401,1,4,Alameda
312968,995,2401,1,4,Alameda
313661,995,2401,1,4,Alameda
314223,995,2401,1,4,Alameda
314224,995,2401,1,4,Alameda
314816,995,2401,1,4,Alameda
318728,995,2401,1,4,Alameda
318921,995,2401,1,4,Alameda
318923,995,2401,1,4,Alameda
319422,995,2401,1,4,Alameda
322534,995,2401,1,4,Alameda
322535,995,2401,1,4,Alameda
325713,995,2401,1,4,Alameda
325725,995,2401,1,4,Alameda
326379,995,2401,1,4,Alameda
326381,995,2401,1,4,Alameda
332272,995,2401,1,4,Alameda
332273,995,2401,1,4,Alameda
333123,995,2401,1,4,Alameda
333124,995,2401,1,4,Alameda
310476,996,2402,1,4,Alameda
310477,996,2402,1,4,Alameda
310478,996,2402,1,4,Alameda
310659,996,2402,1,4,Alameda
310661,996,2402,1,4,Alameda
311595,996,2402,1,4,Alameda
311596,996,2402,1,4,Alameda
312275,996,2402,1,4,Alameda
312276,996,2402,1,4,Alameda
312479,996,2402,1,4,Alameda
314009,996,2402,1,4,Alameda
314423,996,2402,1,4,Alameda
314636,996,2402,1,4,Alameda
314785,996,2402,1,4,Alameda
315121,996,2402,1,4,Alameda
315574,996,2402,1,4,Alameda
315576,996,2402,1,4,Alameda
315578,996,2402,1,4,Alameda
315590,996,2402,1,4,Alameda
316235,996,2402,1,4,Alameda
316853,996,2402,1,4,Alameda
317741,996,2402,1,4,Alameda
318696,996,2402,1,4,Alameda
318878,996,2402,1,4,Alameda
318891,996,2402,1,4,Alameda
319576,996,2402,1,4,Alameda
321000,996,2402,1,4,Alameda
321001,996,2402,1,4,Alameda
324127,996,2402,1,4,Alameda
324826,996,2402,1,4,Alameda
325046,996,2402,1,4,Alameda
327615,996,2402,1,4,Alameda
327616,996,2402,1,4,Alameda
327797,996,2402,1,4,Alameda
327799,996,2402,1,4,Alameda
327800,996,2402,1,4,Alameda
327801,996,2402,1,4,Alameda
328503,996,2402,1,4,Alameda
330061,996,2402,1,4,Alameda
332906,996,2402,1,4,Alameda
310662,997,2402,1,4,Alameda
315589,997,2402,1,4,Alameda
315591,997,2402,1,4,Alameda
315592,997,2402,1,4,Alameda
323930,997,2402,1,4,Alameda
324522,997,2402,1,4,Alameda
324828,997,2402,1,4,Alameda
327619,997,2402,1,4,Alameda
330905,997,2402,1,4,Alameda
332423,997,2402,1,4,Alameda
333929,997,2402,1,4,Alameda
333930,997,2402,1,4,Alameda
310263,998,2403,1,4,Alameda
310264,998,2403,1,4,Alameda
310265,998,2403,1,4,Alameda
310266,998,2403,1,4,Alameda
311972,998,2403,1,4,Alameda
313990,998,2403,1,4,Alameda
313991,998,2403,1,4,Alameda
314618,998,2403,1,4,Alameda
315559,998,2403,1,4,Alameda
315993,998,2403,1,4,Alameda
316178,998,2403,1,4,Alameda
316179,998,2403,1,4,Alameda
316200,998,2403,1,4,Alameda
316885,998,2403,1,4,Alameda
318127,998,2403,1,4,Alameda
318677,998,2403,1,4,Alameda
318678,998,2403,1,4,Alameda
319391,998,2403,1,4,Alameda
319395,998,2403,1,4,Alameda
322350,998,2403,1,4,Alameda
322352,998,2403,1,4,Alameda
322353,998,2403,1,4,Alameda
323575,998,2403,1,4,Alameda
324319,998,2403,1,4,Alameda
324321,998,2403,1,4,Alameda
324322,998,2403,1,4,Alameda
324323,998,2403,1,4,Alameda
325209,998,2403,1,4,Alameda
325210,998,2403,1,4,Alameda
325211,998,2403,1,4,Alameda
329702,998,2403,1,4,Alameda
330913,998,2403,1,4,Alameda
330914,998,2403,1,4,Alameda
330915,998,2403,1,4,Alameda
332426,998,2403,1,4,Alameda
332428,998,2403,1,4,Alameda
332429,998,2403,1,4,Alameda
332430,998,2403,1,4,Alameda
332431,998,2403,1,4,Alameda
333091,998,2403,1,4,Alameda
333931,998,2403,1,4,Alameda
333933,998,2403,1,4,Alameda
310262,999,2403,1,4,Alameda
313833,999,2403,1,4,Alameda
315624,999,2403,1,4,Alameda
315989,999,2403,1,4,Alameda
319414,999,2403,1,4,Alameda
323847,999,2403,1,4,Alameda
324318,999,2403,1,4,Alameda
324350,999,2403,1,4,Alameda
325015,999,2403,1,4,Alameda
325228,999,2403,1,4,Alameda
325230,999,2403,1,4,Alameda
330911,999,2403,1,4,Alameda
331565,999,2403,1,4,Alameda
331566,999,2403,1,4,Alameda
332427,999,2403,1,4,Alameda
333937,999,2403,1,4,Alameda
311956,1000,2402,1,4,Alameda
313988,1000,2402,1,4,Alameda
314446,1000,2402,1,4,Alameda
314631,1000,2402,1,4,Alameda
315434,1000,2402,1,4,Alameda
316169,1000,2402,1,4,Alameda
316494,1000,2402,1,4,Alameda
316495,1000,2402,1,4,Alameda
317912,1000,2402,1,4,Alameda
317913,1000,2402,1,4,Alameda
317914,1000,2402,1,4,Alameda
318676,1000,2402,1,4,Alameda
322344,1000,2402,1,4,Alameda
324527,1000,2402,1,4,Alameda
324531,1000,2402,1,4,Alameda
324532,1000,2402,1,4,Alameda
326560,1000,2402,1,4,Alameda
327439,1000,2402,1,4,Alameda
327457,1000,2402,1,4,Alameda
329863,1000,2402,1,4,Alameda
330835,1000,2402,1,4,Alameda
330910,1000,2402,1,4,Alameda
331105,1000,2402,1,4,Alameda
331106,1000,2402,1,4,Alameda
331592,1000,2402,1,4,Alameda
332422,1000,2402,1,4,Alameda
333928,1000,2402,1,4,Alameda
333935,1000,2402,1,4,Alameda
333936,1000,2402,1,4,Alameda
310480,1001,2402,1,4,Alameda
311955,1001,2402,1,4,Alameda
315548,1001,2402,1,4,Alameda
315588,1001,2402,1,4,Alameda
316293,1001,2402,1,4,Alameda
316493,1001,2402,1,4,Alameda
316849,1001,2402,1,4,Alameda
316850,1001,2402,1,4,Alameda
316851,1001,2402,1,4,Alameda
317557,1001,2402,1,4,Alameda
319907,1001,2402,1,4,Alameda
319910,1001,2402,1,4,Alameda
320823,1001,2402,1,4,Alameda
320997,1001,2402,1,4,Alameda
320998,1001,2402,1,4,Alameda
320999,1001,2402,1,4,Alameda
322325,1001,2402,1,4,Alameda
322326,1001,2402,1,4,Alameda
324122,1001,2402,1,4,Alameda
324825,1001,2402,1,4,Alameda
327618,1001,2402,1,4,Alameda
327886,1001,2402,1,4,Alameda
331103,1001,2402,1,4,Alameda
331104,1001,2402,1,4,Alameda
331122,1001,2402,1,4,Alameda
332905,1001,2402,1,4,Alameda
333420,1001,2402,1,4,Alameda
310528,1002,2401,1,4,Alameda
312009,1002,2401,1,4,Alameda
312319,1002,2401,1,4,Alameda
314201,1002,2401,1,4,Alameda
314228,1002,2401,1,4,Alameda
314810,1002,2401,1,4,Alameda
319417,1002,2401,1,4,Alameda
319419,1002,2401,1,4,Alameda
320118,1002,2401,1,4,Alameda
320324,1002,2401,1,4,Alameda
321815,1002,2401,1,4,Alameda
321820,1002,2401,1,4,Alameda
322539,1002,2401,1,4,Alameda
325055,1002,2401,1,4,Alameda
325540,1002,2401,1,4,Alameda
326384,1002,2401,1,4,Alameda
333129,1002,2401,1,4,Alameda
310536,1003,2401,1,4,Alameda
312674,1003,2401,1,4,Alameda
312675,1003,2401,1,4,Alameda
312676,1003,2401,1,4,Alameda
314202,1003,2401,1,4,Alameda
314205,1003,2401,1,4,Alameda
317942,1003,2401,1,4,Alameda
317944,1003,2401,1,4,Alameda
319435,1003,2401,1,4,Alameda
319941,1003,2401,1,4,Alameda
320654,1003,2401,1,4,Alameda
320656,1003,2401,1,4,Alameda
323976,1003,2401,1,4,Alameda
324673,1003,2401,1,4,Alameda
330966,1003,2401,1,4,Alameda
331824,1003,2401,1,4,Alameda
331825,1003,2401,1,4,Alameda
310317,1004,2401,1,4,Alameda
310318,1004,2401,1,4,Alameda
310320,1004,2401,1,4,Alameda
310518,1004,2401,1,4,Alameda
310530,1004,2401,1,4,Alameda
311358,1004,2401,1,4,Alameda
312302,1004,2401,1,4,Alameda
312965,1004,2401,1,4,Alameda
314220,1004,2401,1,4,Alameda
314672,1004,2401,1,4,Alameda
314800,1004,2401,1,4,Alameda
317702,1004,2401,1,4,Alameda
318155,1004,2401,1,4,Alameda
320128,1004,2401,1,4,Alameda
321802,1004,2401,1,4,Alameda
321808,1004,2401,1,4,Alameda
321909,1004,2401,1,4,Alameda
322546,1004,2401,1,4,Alameda
324685,1004,2401,1,4,Alameda
325722,1004,2401,1,4,Alameda
333130,1004,2401,1,4,Alameda
333784,1004,2401,1,4,Alameda
310247,1005,2403,1,4,Alameda
310948,1005,2403,1,4,Alameda
313627,1005,2403,1,4,Alameda
315991,1005,2403,1,4,Alameda
316202,1005,2403,1,4,Alameda
316203,1005,2403,1,4,Alameda
316208,1005,2403,1,4,Alameda
317388,1005,2403,1,4,Alameda
318108,1005,2403,1,4,Alameda
319584,1005,2403,1,4,Alameda
320096,1005,2403,1,4,Alameda
320099,1005,2403,1,4,Alameda
325229,1005,2403,1,4,Alameda
325884,1005,2403,1,4,Alameda
329851,1005,2403,1,4,Alameda
330244,1005,2403,1,4,Alameda
330637,1005,2403,1,4,Alameda
332266,1005,2403,1,4,Alameda
332624,1005,2403,1,4,Alameda
332786,1005,2403,1,4,Alameda
332899,1005,2403,1,4,Alameda
333453,1005,2403,1,4,Alameda
333542,1005,2403,1,4,Alameda
333756,1005,2403,1,4,Alameda
333940,1005,2403,1,4,Alameda
310526,1006,2401,1,4,Alameda
311635,1006,2401,1,4,Alameda
312008,1006,2401,1,4,Alameda
312312,1006,2401,1,4,Alameda
314195,1006,2401,1,4,Alameda
314808,1006,2401,1,4,Alameda
314830,1006,2401,1,4,Alameda
317668,1006,2401,1,4,Alameda
318716,1006,2401,1,4,Alameda
318717,1006,2401,1,4,Alameda
320655,1006,2401,1,4,Alameda
321804,1006,2401,1,4,Alameda
321910,1006,2401,1,4,Alameda
322863,1006,2401,1,4,Alameda
323688,1006,2401,1,4,Alameda
324382,1006,2401,1,4,Alameda
324383,1006,2401,1,4,Alameda
325716,1006,2401,1,4,Alameda
330968,1006,2401,1,4,Alameda
331147,1006,2401,1,4,Alameda
331828,1006,2401,1,4,Alameda
333114,1006,2401,1,4,Alameda
310534,1007,2401,1,4,Alameda
310695,1007,2401,1,4,Alameda
310942,1007,2401,1,4,Alameda
311181,1007,2401,1,4,Alameda
313856,1007,2401,1,4,Alameda
314194,1007,2401,1,4,Alameda
314815,1007,2401,1,4,Alameda
321065,1007,2401,1,4,Alameda
321842,1007,2401,1,4,Alameda
322848,1007,2401,1,4,Alameda
324381,1007,2401,1,4,Alameda
324866,1007,2401,1,4,Alameda
331146,1007,2401,1,4,Alameda
331821,1007,2401,1,4,Alameda
310022,1008,2401,1,4,Alameda
310023,1008,2401,1,4,Alameda
310025,1008,2401,1,4,Alameda
310027,1008,2401,1,4,Alameda
310939,1008,2401,1,4,Alameda
317242,1008,2401,1,4,Alameda
317243,1008,2401,1,4,Alameda
317245,1008,2401,1,4,Alameda
317246,1008,2401,1,4,Alameda
319227,1008,2401,1,4,Alameda
319921,1008,2401,1,4,Alameda
319922,1008,2401,1,4,Alameda
322677,1008,2401,1,4,Alameda
322678,1008,2401,1,4,Alameda
322679,1008,2401,1,4,Alameda
322842,1008,2401,1,4,Alameda
323686,1008,2401,1,4,Alameda
323687,1008,2401,1,4,Alameda
330335,1008,2401,1,4,Alameda
333797,1008,2401,1,4,Alameda
310024,1009,2401,1,4,Alameda
310026,1009,2401,1,4,Alameda
310694,1009,2401,1,4,Alameda
310940,1009,2401,1,4,Alameda
310941,1009,2401,1,4,Alameda
310943,1009,2401,1,4,Alameda
317244,1009,2401,1,4,Alameda
319923,1009,2401,1,4,Alameda
320863,1009,2401,1,4,Alameda
322843,1009,2401,1,4,Alameda
322844,1009,2401,1,4,Alameda
323684,1009,2401,1,4,Alameda
323685,1009,2401,1,4,Alameda
324667,1009,2401,1,4,Alameda
330334,1009,2401,1,4,Alameda
330337,1009,2401,1,4,Alameda
330340,1009,2401,1,4,Alameda
331144,1009,2401,1,4,Alameda
331145,1009,2401,1,4,Alameda
332940,1009,2401,1,4,Alameda
312006,1010,2401,1,4,Alameda
312303,1010,2401,1,4,Alameda
312671,1010,2401,1,4,Alameda
312672,1010,2401,1,4,Alameda
314200,1010,2401,1,4,Alameda
314203,1010,2401,1,4,Alameda
319936,1010,2401,1,4,Alameda
319938,1010,2401,1,4,Alameda
319939,1010,2401,1,4,Alameda
321067,1010,2401,1,4,Alameda
321068,1010,2401,1,4,Alameda
324384,1010,2401,1,4,Alameda
324385,1010,2401,1,4,Alameda
324386,1010,2401,1,4,Alameda
324867,1010,2401,1,4,Alameda
325056,1010,2401,1,4,Alameda
325059,1010,2401,1,4,Alameda
325060,1010,2401,1,4,Alameda
327653,1010,2401,1,4,Alameda
330338,1010,2401,1,4,Alameda
330965,1010,2401,1,4,Alameda
331148,1010,2401,1,4,Alameda
331826,1010,2401,1,4,Alameda
331827,1010,2401,1,4,Alameda
331829,1010,2401,1,4,Alameda
310531,1011,2401,1,4,Alameda
310979,1011,2401,1,4,Alameda
310991,1011,2401,1,4,Alameda
310999,1011,2401,1,4,Alameda
311625,1011,2401,1,4,Alameda
312963,1011,2401,1,4,Alameda
312978,1011,2401,1,4,Alameda
314198,1011,2401,1,4,Alameda
314199,1011,2401,1,4,Alameda
315324,1011,2401,1,4,Alameda
317705,1011,2401,1,4,Alameda
317706,1011,2401,1,4,Alameda
317707,1011,2401,1,4,Alameda
318381,1011,2401,1,4,Alameda
319434,1011,2401,1,4,Alameda
319613,1011,2401,1,4,Alameda
319614,1011,2401,1,4,Alameda
320123,1011,2401,1,4,Alameda
320867,1011,2401,1,4,Alameda
321790,1011,2401,1,4,Alameda
322536,1011,2401,1,4,Alameda
324661,1011,2401,1,4,Alameda
324876,1011,2401,1,4,Alameda
325074,1011,2401,1,4,Alameda
326382,1011,2401,1,4,Alameda
326383,1011,2401,1,4,Alameda
331618,1011,2401,1,4,Alameda
332279,1011,2401,1,4,Alameda
333590,1011,2401,1,4,Alameda
333793,1011,2401,1,4,Alameda
310324,1012,2401,1,4,Alameda
310325,1012,2401,1,4,Alameda
310326,1012,2401,1,4,Alameda
310327,1012,2401,1,4,Alameda
314213,1012,2401,1,4,Alameda
314214,1012,2401,1,4,Alameda
314215,1012,2401,1,4,Alameda
314216,1012,2401,1,4,Alameda
314218,1012,2401,1,4,Alameda
314219,1012,2401,1,4,Alameda
314661,1012,2401,1,4,Alameda
314663,1012,2401,1,4,Alameda
315323,1012,2401,1,4,Alameda
317958,1012,2401,1,4,Alameda
317959,1012,2401,1,4,Alameda
318158,1012,2401,1,4,Alameda
318725,1012,2401,1,4,Alameda
318726,1012,2401,1,4,Alameda
318727,1012,2401,1,4,Alameda
321069,1012,2401,1,4,Alameda
321818,1012,2401,1,4,Alameda
321827,1012,2401,1,4,Alameda
322531,1012,2401,1,4,Alameda
322532,1012,2401,1,4,Alameda
322533,1012,2401,1,4,Alameda
323982,1012,2401,1,4,Alameda
323986,1012,2401,1,4,Alameda
324890,1012,2401,1,4,Alameda
325710,1012,2401,1,4,Alameda
325711,1012,2401,1,4,Alameda
327651,1012,2401,1,4,Alameda
331612,1012,2401,1,4,Alameda
332275,1012,2401,1,4,Alameda
332941,1012,2401,1,4,Alameda
333113,1012,2401,1,4,Alameda
333122,1012,2401,1,4,Alameda
333593,1012,2401,1,4,Alameda
310308,1013,2401,1,4,Alameda
310310,1013,2401,1,4,Alameda
311627,1013,2401,1,4,Alameda
311647,1013,2401,1,4,Alameda
312677,1013,2401,1,4,Alameda
312680,1013,2401,1,4,Alameda
313336,1013,2401,1,4,Alameda
314826,1013,2401,1,4,Alameda
315330,1013,2401,1,4,Alameda
316028,1013,2401,1,4,Alameda
316031,1013,2401,1,4,Alameda
316032,1013,2401,1,4,Alameda
316721,1013,2401,1,4,Alameda
316722,1013,2401,1,4,Alameda
317694,1013,2401,1,4,Alameda
318712,1013,2401,1,4,Alameda
318714,1013,2401,1,4,Alameda
318715,1013,2401,1,4,Alameda
320678,1013,2401,1,4,Alameda
320861,1013,2401,1,4,Alameda
321792,1013,2401,1,4,Alameda
321795,1013,2401,1,4,Alameda
321823,1013,2401,1,4,Alameda
322549,1013,2401,1,4,Alameda
324373,1013,2401,1,4,Alameda
325077,1013,2401,1,4,Alameda
325539,1013,2401,1,4,Alameda
325543,1013,2401,1,4,Alameda
325707,1013,2401,1,4,Alameda
325708,1013,2401,1,4,Alameda
325709,1013,2401,1,4,Alameda
332259,1013,2401,1,4,Alameda
332260,1013,2401,1,4,Alameda
332262,1013,2401,1,4,Alameda
332484,1013,2401,1,4,Alameda
310030,1014,2401,1,4,Alameda
310031,1014,2401,1,4,Alameda
310032,1014,2401,1,4,Alameda
311631,1014,2401,1,4,Alameda
312012,1014,2401,1,4,Alameda
312314,1014,2401,1,4,Alameda
312316,1014,2401,1,4,Alameda
313345,1014,2401,1,4,Alameda
314227,1014,2401,1,4,Alameda
314234,1014,2401,1,4,Alameda
314236,1014,2401,1,4,Alameda
314238,1014,2401,1,4,Alameda
314240,1014,2401,1,4,Alameda
314242,1014,2401,1,4,Alameda
314807,1014,2401,1,4,Alameda
314813,1014,2401,1,4,Alameda
314827,1014,2401,1,4,Alameda
315327,1014,2401,1,4,Alameda
315840,1014,2401,1,4,Alameda
315841,1014,2401,1,4,Alameda
315842,1014,2401,1,4,Alameda
315843,1014,2401,1,4,Alameda
315847,1014,2401,1,4,Alameda
315848,1014,2401,1,4,Alameda
315850,1014,2401,1,4,Alameda
316035,1014,2401,1,4,Alameda
316343,1014,2401,1,4,Alameda
316527,1014,2401,1,4,Alameda
316531,1014,2401,1,4,Alameda
316533,1014,2401,1,4,Alameda
316716,1014,2401,1,4,Alameda
317255,1014,2401,1,4,Alameda
317416,1014,2401,1,4,Alameda
317418,1014,2401,1,4,Alameda
317691,1014,2401,1,4,Alameda
317695,1014,2401,1,4,Alameda
317696,1014,2401,1,4,Alameda
318150,1014,2401,1,4,Alameda
318151,1014,2401,1,4,Alameda
318357,1014,2401,1,4,Alameda
318358,1014,2401,1,4,Alameda
318359,1014,2401,1,4,Alameda
318360,1014,2401,1,4,Alameda
318371,1014,2401,1,4,Alameda
318375,1014,2401,1,4,Alameda
318495,1014,2401,1,4,Alameda
318498,1014,2401,1,4,Alameda
318503,1014,2401,1,4,Alameda
318505,1014,2401,1,4,Alameda
318506,1014,2401,1,4,Alameda
319041,1014,2401,1,4,Alameda
319213,1014,2401,1,4,Alameda
319429,1014,2401,1,4,Alameda
319608,1014,2401,1,4,Alameda
319609,1014,2401,1,4,Alameda
320127,1014,2401,1,4,Alameda
320873,1014,2401,1,4,Alameda
321053,1014,2401,1,4,Alameda
321059,1014,2401,1,4,Alameda
321791,1014,2401,1,4,Alameda
321826,1014,2401,1,4,Alameda
322492,1014,2401,1,4,Alameda
322494,1014,2401,1,4,Alameda
322505,1014,2401,1,4,Alameda
323975,1014,2401,1,4,Alameda
323987,1014,2401,1,4,Alameda
323989,1014,2401,1,4,Alameda
324178,1014,2401,1,4,Alameda
324665,1014,2401,1,4,Alameda
324870,1014,2401,1,4,Alameda
325076,1014,2401,1,4,Alameda
325358,1014,2401,1,4,Alameda
326388,1014,2401,1,4,Alameda
327053,1014,2401,1,4,Alameda
327652,1014,2401,1,4,Alameda
327906,1014,2401,1,4,Alameda
329312,1014,2401,1,4,Alameda
329313,1014,2401,1,4,Alameda
329314,1014,2401,1,4,Alameda
329726,1014,2401,1,4,Alameda
329886,1014,2401,1,4,Alameda
329896,1014,2401,1,4,Alameda
329899,1014,2401,1,4,Alameda
329900,1014,2401,1,4,Alameda
330514,1014,2401,1,4,Alameda
330519,1014,2401,1,4,Alameda
331621,1014,2401,1,4,Alameda
332021,1014,2401,1,4,Alameda
332482,1014,2401,1,4,Alameda
332665,1014,2401,1,4,Alameda
332667,1014,2401,1,4,Alameda
332676,1014,2401,1,4,Alameda
332678,1014,2401,1,4,Alameda
332679,1014,2401,1,4,Alameda
332930,1014,2401,1,4,Alameda
332936,1014,2401,1,4,Alameda
311349,1015,2401,1,4,Alameda
312318,1015,2401,1,4,Alameda
313654,1015,2401,1,4,Alameda
314251,1015,2401,1,4,Alameda
315854,1015,2401,1,4,Alameda
316525,1015,2401,1,4,Alameda
316526,1015,2401,1,4,Alameda
317719,1015,2401,1,4,Alameda
318163,1015,2401,1,4,Alameda
318510,1015,2401,1,4,Alameda
319038,1015,2401,1,4,Alameda
319039,1015,2401,1,4,Alameda
319607,1015,2401,1,4,Alameda
321817,1015,2401,1,4,Alameda
321913,1015,2401,1,4,Alameda
325363,1015,2401,1,4,Alameda
327657,1015,2401,1,4,Alameda
327910,1015,2401,1,4,Alameda
331149,1015,2401,1,4,Alameda
332487,1015,2401,1,4,Alameda
332682,1015,2401,1,4,Alameda
333304,1015,2401,1,4,Alameda
310034,1016,2401,1,4,Alameda
311347,1016,2401,1,4,Alameda
311348,1016,2401,1,4,Alameda
311350,1016,2401,1,4,Alameda
311355,1016,2401,1,4,Alameda
314192,1016,2401,1,4,Alameda
317256,1016,2401,1,4,Alameda
318909,1016,2401,1,4,Alameda
319930,1016,2401,1,4,Alameda
319931,1016,2401,1,4,Alameda
319932,1016,2401,1,4,Alameda
320864,1016,2401,1,4,Alameda
322854,1016,2401,1,4,Alameda
322856,1016,2401,1,4,Alameda
322857,1016,2401,1,4,Alameda
322858,1016,2401,1,4,Alameda
322862,1016,2401,1,4,Alameda
324370,1016,2401,1,4,Alameda
324372,1016,2401,1,4,Alameda
324376,1016,2401,1,4,Alameda
324379,1016,2401,1,4,Alameda
324879,1016,2401,1,4,Alameda
327034,1016,2401,1,4,Alameda
327909,1016,2401,1,4,Alameda
330697,1016,2401,1,4,Alameda
330955,1016,2401,1,4,Alameda
331816,1016,2401,1,4,Alameda
331817,1016,2401,1,4,Alameda
331818,1016,2401,1,4,Alameda
332467,1016,2401,1,4,Alameda
333603,1016,2401,1,4,Alameda
310994,1017,2401,1,4,Alameda
312004,1017,2401,1,4,Alameda
312005,1017,2401,1,4,Alameda
313338,1017,2401,1,4,Alameda
314033,1017,2401,1,4,Alameda
314034,1017,2401,1,4,Alameda
314035,1017,2401,1,4,Alameda
314660,1017,2401,1,4,Alameda
314662,1017,2401,1,4,Alameda
317259,1017,2401,1,4,Alameda
317685,1017,2401,1,4,Alameda
317687,1017,2401,1,4,Alameda
317688,1017,2401,1,4,Alameda
317946,1017,2401,1,4,Alameda
317955,1017,2401,1,4,Alameda
320667,1017,2401,1,4,Alameda
320672,1017,2401,1,4,Alameda
321081,1017,2401,1,4,Alameda
321082,1017,2401,1,4,Alameda
321083,1017,2401,1,4,Alameda
321084,1017,2401,1,4,Alameda
321901,1017,2401,1,4,Alameda
321902,1017,2401,1,4,Alameda
324184,1017,2401,1,4,Alameda
324378,1017,2401,1,4,Alameda
325069,1017,2401,1,4,Alameda
330959,1017,2401,1,4,Alameda
330970,1017,2401,1,4,Alameda
331610,1017,2401,1,4,Alameda
331611,1017,2401,1,4,Alameda
332468,1017,2401,1,4,Alameda
332475,1017,2401,1,4,Alameda
332478,1017,2401,1,4,Alameda
333592,1017,2401,1,4,Alameda
334484,1017,2401,1,4,Alameda
310703,1018,2401,1,4,Alameda
310998,1018,2401,1,4,Alameda
311643,1018,2401,1,4,Alameda
312309,1018,2401,1,4,Alameda
312679,1018,2401,1,4,Alameda
314042,1018,2401,1,4,Alameda
314666,1018,2401,1,4,Alameda
314801,1018,2401,1,4,Alameda
315320,1018,2401,1,4,Alameda
315321,1018,2401,1,4,Alameda
315322,1018,2401,1,4,Alameda
315325,1018,2401,1,4,Alameda
317689,1018,2401,1,4,Alameda
317962,1018,2401,1,4,Alameda
319433,1018,2401,1,4,Alameda
320675,1018,2401,1,4,Alameda
320874,1018,2401,1,4,Alameda
321812,1018,2401,1,4,Alameda
321822,1018,2401,1,4,Alameda
324888,1018,2401,1,4,Alameda
325071,1018,2401,1,4,Alameda
325073,1018,2401,1,4,Alameda
326400,1018,2401,1,4,Alameda
330699,1018,2401,1,4,Alameda
333790,1018,2401,1,4,Alameda
310517,1019,2401,1,4,Alameda
310986,1019,2401,1,4,Alameda
311345,1019,2401,1,4,Alameda
311356,1019,2401,1,4,Alameda
312681,1019,2401,1,4,Alameda
313344,1019,2401,1,4,Alameda
314039,1019,2401,1,4,Alameda
314221,1019,2401,1,4,Alameda
325068,1019,2401,1,4,Alameda
310532,1020,2401,1,4,Alameda
310936,1020,2401,1,4,Alameda
310938,1020,2401,1,4,Alameda
317239,1020,2401,1,4,Alameda
317241,1020,2401,1,4,Alameda
319050,1020,2401,1,4,Alameda
