MAZ,Total
119018,5
119021,5
119022,5
119023,5
119024,5
119025,5
119026,5
119028,8
119029,16
119030,8
119032,40
119034,16
119035,24
119036,8
119039,40
119045,8
119046,8
119047,8
119049,8
119050,8
119052,16
119056,8
119058,8
119059,8
119060,8
119061,8
119062,7
119074,14
119076,7
119079,14
119082,7
119083,7
119084,5
119086,5
119087,7
119088,5
119096,15
119097,7
119100,5
119101,21
119109,10
119110,5
119116,28
119120,7
119121,14
119128,7
119129,7
119131,7
119133,7
119142,7
119143,7
119144,7
119150,7
119151,7
119153,7
119155,7
119161,5
119162,5
119163,5
119167,4
119168,4
119169,4
119170,4
119171,4
119173,4
119174,7
119176,7
119178,4
119181,4
119182,4
119183,4
119184,7
119185,7
119186,7
119188,7
119194,7
119200,7
119201,7
119203,7
119204,14
119205,7
119206,7
119207,7
119208,7
119210,7
119212,7
119213,7
119216,7
119223,56
119227,4
119228,4
119229,4
119230,4
119232,4
119233,4
119235,4
119236,4
119237,6
119239,3
119240,3
119241,3
119246,3
119248,14
119249,2455
119251,106
210002,1234
210005,9549
210008,12943
210009,6075
210013,1848
210017,362
210021,1069
210022,1042
210025,346
210029,915
210030,904
210031,4318
210036,610
210041,594
210043,342
210044,684
210045,2030
210046,2912
210047,314
210048,3055
210050,582
210051,531
210052,476
210053,472
210054,892
210056,591
210057,292
210058,292
210060,292
210061,290
210062,289
210064,288
210066,858
210068,472
210069,465
210070,464
210071,7237
210073,2739
210074,660
210075,327
210080,1400
210083,327
210085,1942
210086,316
210089,1229
210090,299
210091,299
210092,297
210093,294
210094,288
210095,277
210096,287
210097,281
210099,274
210100,3497
210101,265
210102,3213
210103,1002
210105,265
210106,264
210107,262
210109,260
210112,260
210113,260
210114,246
210117,726
210118,950
210119,470
210120,935
210123,259
210124,1035
210126,516
210127,257
210128,257
210131,2495
210136,733
210140,730
210141,962
210142,477
210143,238
210145,237
210146,708
210147,235
210150,1392
210151,2666
210158,1078
210160,1697
210163,210
210165,2789
210176,3561
210178,3401
210181,2223
210187,197
210188,589
210189,196
210191,196
210195,196
210198,195
210200,195
210206,194
210211,574
210214,381
210217,379
210218,189
210223,188
210224,187
210225,187
210226,187
210227,1130
210230,1115
210231,736
210232,727
210234,1260
210239,179
210246,2011
210250,1244
210252,351
210253,173
210254,173
210255,173
210256,172
210257,169
210258,168
210259,168
210260,168
210261,167
210262,166
210263,165
210264,165
210265,165
210266,164
210267,1772
210268,174
210269,174
210270,173
210272,655
210273,1292
210274,795
210275,625
210276,1226
210278,152
210279,151
210281,151
210282,150
210283,891
210285,147
210286,147
210287,519
210289,1887
210290,845
210292,1008
210294,833
210295,826
210296,981
210297,325
210299,323
210300,322
210302,161
210304,146
210305,728
210306,143
210308,570
210309,425
210312,1117
210313,686
210315,136
210316,136
210317,136
210318,135
210319,135
210321,320
210323,160
210326,160
210327,160
210328,160
210331,160
210332,159
210333,159
210334,159
210342,807
210343,133
210344,663
210345,131
210346,782
210349,130
210350,129
210352,129
210353,1260
210354,1546
210355,1370
210356,1206
210357,1635
210358,882
210359,727
210361,435
210364,129
210365,129
210366,386
210367,128
210368,1267
210369,145
210370,144
210371,428
210372,568
210373,142
210375,986
210376,280
210377,140
210378,140
210383,125
210384,500
210385,992
210386,490
210387,122
210390,845
210391,120
210394,120
210395,140
210397,140
210400,140
210403,139
210404,831
210405,828
210406,138
210409,1231
210410,670
210411,1189
210412,262
210413,3079
210416,379
210418,376
210419,497
210421,248
210422,493
210424,1418
210427,1962
210430,1221
210431,1820
210433,1954
210434,120
210436,240
210437,830
210438,1055
210439,577
210440,1251
210441,2403
210442,901
210447,2993
210448,224
210450,1111
210453,440
210457,110
210458,660
210461,870
210462,324
210463,1187
210464,749
210466,214
210467,318
210471,318
210472,318
210475,316
210477,105
210478,105
210481,209
210482,1244
210484,1644
210486,1435
210487,304
210489,202
210490,475
210492,95
210497,1309
210500,202
210501,92
210506,92
210508,1091
210514,606
210515,360
210516,179
210523,1802
210528,1384
210529,196
210532,196
210539,871
210541,96
210545,96
210546,766
210547,95
210550,95
210553,285
210554,190
210555,848
210558,94
210559,94
210560,89
210561,93
210564,558
210569,1022
210575,92
210584,92
210586,92
210590,276
210596,91
210599,546
210602,363
210603,90
210605,90
210614,89
210615,89
210616,89
210618,89
210622,89
210624,89
210626,1077
210627,89
210628,89
210629,178
210630,533
210631,88
210632,1928
210633,776
210634,86
210636,258
210638,1280
210640,675
210643,252
210644,84
210647,84
210648,84
210649,84
210651,84
210652,336
210653,84
210654,84
210655,166
210659,83
210661,83
210665,83
210666,249
210667,83
210668,166
210669,82
210671,88
210673,1306
210674,567
210675,405
210676,880
210677,160
210678,400
210680,948
210682,474
210683,393
210685,312
210689,88
210692,78
210695,698
210698,176
210699,264
210700,261
210701,690
210704,154
210705,231
210706,77
210708,77
210711,2942
210714,77
210715,77
210717,615
210724,304
210729,1735
210731,298
210732,74
210733,296
210734,74
210735,148
210736,148
210738,74
210739,518
210740,584
210741,73
210742,73
210743,292
210745,146
210746,73
210747,73
210748,73
210749,73
210750,1044
210752,1806
210754,219
210755,864
210757,576
210758,144
210759,71
210760,284
210761,213
210763,213
210764,213
210765,284
210766,142
210767,142
210769,2268
210772,222
210773,439
210774,365
210776,360
210777,72
210779,72
210780,72
210781,72
210783,71
210784,420
210785,70
210786,70
210788,72
210789,72
210790,70
210791,72
210793,70
210794,70
210795,210
210796,417
210797,207
210798,483
210799,276
210800,206
210801,476
210802,136
210804,144
210806,498
210807,408
210809,408
210813,402
210814,603
210815,402
210816,1477
210817,399
210821,132
210822,264
210823,330
210824,396
210826,396
210834,132
210835,131
210836,1430
210841,390
210842,193
210844,960
210846,64
210848,64
210851,192
210857,64
210858,128
210859,64
210870,1576
210871,63
210875,63
210876,126
210877,63
210878,126
210879,63
210880,62
210881,62
210882,496
210884,310
210886,310
210887,62
210888,124
210889,124
210891,62
210892,124
210893,496
210898,62
210900,123
210903,61
210904,61
210905,70
210906,70
210907,490
210908,207
210909,549
210910,61
210912,61
210914,276
210917,244
210919,69
210920,61
210926,207
210928,276
210930,276
210931,69
210934,122
210935,244
210936,61
210937,244
210938,613
210939,244
210940,244
210941,61
210942,61
210945,68
210946,68
210948,68
210949,68
210950,68
210951,67
210953,67
210954,268
210955,67
210956,67
210957,67
210958,67
210959,201
210960,464
210962,241
210964,60
210966,60
210967,180
210968,360
210969,120
210970,60
210978,240
210980,60
210984,180
210987,889
210994,413
210999,59
211002,462
211003,295
211005,118
211007,521
211008,236
211013,295
211016,295
211018,466
211021,58
211025,116
211030,58
211031,232
211033,58
211034,58
211041,58
211047,116
211048,58
211059,58
211063,58
211064,58
211065,58
211067,58
211070,130
211071,130
211072,386
211073,192
211077,64
211078,64
211079,64
211080,64
211081,116
211083,232
211084,345
211087,399
211092,114
211093,456
211094,128
211095,128
211096,64
211097,63
211098,63
211099,63
211100,63
211102,63
211103,63
211104,63
211105,63
211106,57
211107,57
211108,342
211111,57
211113,57
211115,57
211116,57
211117,57
211118,57
211119,57
211121,57
211122,57
211128,567
211129,373
211130,248
211132,57
211133,57
211134,57
211137,57
211140,57
211141,57
211142,280
211143,56
211144,56
211149,56
211150,56
211151,56
211154,448
211155,56
211156,56
211158,224
211159,448
211161,495
211162,122
211167,305
211168,61
211169,183
211172,122
211173,61
211174,60
211175,60
211176,60
211178,56
211179,501
211180,110
211181,240
211182,120
211183,60
211184,60
211185,60
211188,60
211191,180
211192,55
211194,220
211197,55
211198,165
211204,110
211206,120
211207,120
211208,120
211209,240
211210,59
211211,55
211212,55
211214,55
211215,55
211216,55
211217,110
211220,59
211225,220
211226,590
211227,440
211228,59
211229,59
211230,59
211231,236
211232,59
211233,59
211234,59
211235,176
211236,116
211238,330
211239,219
211240,216
211241,54
211245,270
211246,54
211247,54
211248,54
211250,54
211251,54
211252,378
211254,594
211259,406
211260,812
211264,687
211265,324
211273,162
211274,848
211277,53
211278,106
211283,106
211285,57
211287,57
211288,114
211289,114
211290,228
211292,57
211294,57
211295,506
211296,53
211298,56
211299,53
211300,477
211304,280
211306,53
211308,168
211313,530
211314,1353
211317,336
211318,1144
211319,279
211320,165
211322,550
211327,728
211332,871
211338,51
211339,51
211340,102
211346,102
211352,51
211355,102
211356,51
211357,51
211359,51
211360,51
211362,51
211363,51
211364,51
211374,51
211382,51
211392,51
211396,102
211409,55
211410,55
211412,55
211414,153
211415,102
211417,51
211418,51
211419,51
211420,51
211421,51
211422,51
211424,51
211425,51
211427,51
211428,51
211432,51
211434,51
211435,55
211436,55
211437,55
211438,55
211439,55
211442,255
211443,50
211446,50
211450,150
211457,55
211460,55
211461,55
211462,55
211463,55
211468,55
211469,220
211471,162
211473,216
211474,54
211476,162
211477,54
211478,50
211479,54
211480,54
211481,162
211486,54
211489,54
211490,54
211494,432
211496,324
211497,106
211498,212
211499,159
211502,106
211504,636
211505,53
211507,53
211508,53
211510,50
211512,50
211514,100
211515,250
211516,150
211518,53
211519,53
211520,53
211522,53
211523,53
211524,53
211525,53
211527,150
211529,50
211530,150
211531,200
211532,150
211533,50
211534,200
211535,400
211538,494
211543,245
211545,49
211547,49
211549,98
211551,49
211552,49
211553,49
211554,49
211555,147
211556,469
211561,49
211562,49
211563,147
211564,49
211565,49
211566,49
211568,49
211573,98
211574,147
211575,245
211576,196
211578,572
211580,245
211582,49
211583,49
211584,49
211585,98
211588,208
211589,208
211590,208
211597,52
211598,156
211599,208
211606,245
211607,384
211609,96
211610,912
211611,48
211615,192
211616,240
211619,192
211620,576
211625,288
211626,48
211627,235
211629,94
211632,329
211638,376
211648,47
211652,47
211657,47
211661,47
211665,47
211666,423
211671,47
211675,47
211678,52
211680,52
211681,465
211683,51
211686,204
211687,51
211690,47
211691,47
211692,47
211693,282
211695,282
211696,376
211699,94
211700,47
211702,47
211705,92
211706,46
211709,92
211710,368
211712,230
211713,46
211714,460
211715,51
211716,51
211718,46
211719,46
211721,46
211722,46
211724,46
211725,46
211727,690
211729,867
211731,459
211738,153
211742,51
211743,51
211744,51
211745,153
211747,51
211757,46
211763,200
211765,50
211766,50
211767,250
211768,50
211769,46
211770,46
211771,46
211773,138
211775,46
211778,184
211781,92
211783,230
211796,46
211800,46
211805,138
211810,46
211813,230
211817,634
211827,90
211832,45
211834,270
211837,45
211848,45
211850,50
211852,50
211853,50
211854,50
211856,350
211860,50
211861,50
211863,50
211864,100
211865,50
211867,50
211869,50
211870,50
211872,540
211875,360
211876,45
211877,45
211879,45
211880,45
211884,150
211886,200
211888,98
211889,196
211890,98
211892,90
211893,360
211894,45
211895,755
211898,264
211900,88
211901,132
211903,132
211904,44
211905,44
211906,44
211907,49
211909,49
211910,49
211911,49
211912,49
211913,49
211914,264
211916,44
211918,44
211919,220
211920,44
211921,44
211924,132
211925,440
211930,220
211932,264
211933,307
211934,258
211936,172
211937,86
211938,215
211939,86
211942,43
211943,129
211944,49
211945,49
211946,98
211948,49
211951,147
211954,49
211958,172
211959,344
211961,86
211962,129
211964,172
211965,129
211967,49
211968,49
211969,43
211972,147
211973,49
211974,196
211975,49
211976,49
211977,86
211979,43
211984,43
211985,258
211988,98
211989,147
211990,147
211991,245
211992,96
211993,48
211994,43
211995,43
211996,43
211997,215
211998,43
212003,432
212004,240
212005,43
212006,42
212009,48
212010,48
212016,84
212017,42
212022,480
212025,48
212026,336
212027,420
212029,84
212036,671
212043,329
212049,752
212050,42
212057,42
212058,294
212060,423
212061,126
212062,336
212064,84
212068,126
212071,42
212078,42
212081,84
212083,252
212091,42
212092,126
212093,470
212095,42
212096,252
212097,47
212098,42
212103,126
212104,294
212107,47
212108,42
212109,47
212110,42
212111,323
212118,42
212119,42
212127,168
212131,618
212135,41
212136,41
212139,41
212140,41
212146,123
212151,41
212152,41
212156,41
212157,41
212162,41
212164,41
212167,82
212168,41
212171,82
212172,41
212173,41
212176,123
212186,46
212187,46
212188,46
212189,46
212190,46
212191,46
212194,46
212195,46
212196,164
212197,41
212200,164
212201,123
212202,205
212205,123
212206,41
212207,41
212208,82
212209,46
212210,322
212211,322
212214,276
212216,46
212218,451
212222,41
212224,328
212227,164
212231,161
212233,120
212234,46
212235,46
212237,46
212238,184
212239,46
212240,46
212242,40
212245,40
212246,40
212247,40
212248,40
212251,92
212252,320
212256,80
212258,200
212259,120
212262,160
212263,280
212264,495
212265,315
212267,225
212270,45
212271,45
212272,45
212273,495
212275,40
212277,40
212279,160
212281,40
212282,45
212283,135
212284,40
212285,40
212286,40
212288,135
212289,45
212290,44
212291,88
212292,88
212293,176
212295,44
212297,44
212299,44
212301,120
212302,40
212303,40
212307,40
212312,240
212315,220
212316,80
212317,40
212320,80
212321,200
212322,480
212324,40
212325,40
212327,40
212328,160
212329,40
212332,40
212335,44
212336,44
212337,44
212338,44
212343,44
212344,39
212345,39
212347,312
212348,351
212350,156
212353,220
212355,44
212357,44
212358,176
212359,44
212360,176
212361,88
212363,220
212364,88
212365,44
212366,44
212368,132
212370,396
212372,195
212374,156
212376,390
212380,507
212382,351
212386,195
212388,156
212391,156
212394,39
212395,39
212399,44
212406,44
212408,466
212409,38
212416,44
212418,132
212420,152
212422,43
212425,38
212430,38
212432,38
212433,532
212435,38
212437,38
212439,38
212441,38
212445,38
212447,114
212448,38
212456,76
212460,152
212461,38
212465,38
212471,38
212474,76
212477,190
212479,152
212482,38
212483,76
212485,38
212486,38
212487,38
212489,38
212490,38
212495,43
212496,38
212497,76
212498,38
212500,38
212503,38
212504,38
212505,38
212524,86
212525,43
212526,43
212527,43
212528,43
212530,43
212531,258
212533,43
212535,86
212537,38
212538,190
212541,304
212544,152
212545,43
212546,43
212548,43
212549,43
212550,43
212551,43
212552,43
212553,86
212554,43
212555,43
212556,43
212557,43
212558,38
212561,38
212562,418
212565,38
212566,301
212568,43
212569,86
212570,426
212571,42
212572,126
212575,252
212577,38
212579,262
212581,74
212582,518
212585,259
212586,210
212587,84
212588,42
212592,168
212594,126
212595,168
212598,168
212600,126
212601,185
212602,74
212603,37
212605,42
212607,42
212608,42
212609,42
212613,42
212614,42
212615,42
212618,222
212619,37
212621,37
212622,111
212623,74
212625,74
212627,296
212628,74
212632,546
212633,42
212634,42
212635,42
212636,42
212640,222
212641,370
212643,222
212647,126
212648,126
212650,37
212652,42
212653,42
212654,74
212655,287
212656,164
212658,37
212661,259
212667,41
212668,37
212672,37
212673,37
212676,296
212678,183
212685,36
212686,36
212691,144
212693,108
212695,180
212697,36
212699,36
212700,36
212702,36
212704,36
212705,36
212707,410
212710,41
212711,41
212712,41
212714,41
212715,41
212718,41
212720,41
212721,41
212725,108
212726,36
212727,144
212728,36
212730,36
212731,36
212732,36
212733,72
212734,36
212735,36
212736,36
212737,36
212740,36
212742,36
212744,41
212745,41
212746,41
212747,36
212748,36
212749,36
212750,252
212751,36
212752,36
212753,36
212754,36
212755,36
212756,360
212757,36
212758,216
212765,180
212766,36
212767,36
212771,123
212772,123
212773,41
212774,82
212776,41
212777,41
212779,41
212780,41
212783,451
212789,180
212793,36
212794,36
212796,36
212798,252
212799,108
212806,41
212807,41
212809,36
212810,164
212812,41
212813,40
212815,72
212818,36
212819,108
212820,36
212821,144
212825,36
212828,36
212829,36
212831,212
212832,315
212833,35
212834,35
212835,70
212837,40
212838,160
212844,40
212846,120
212847,120
212848,160
212849,240
212850,80
212851,40
212852,40
212853,40
212854,40
212856,40
212859,40
212860,40
212861,120
212862,40
212863,40
212866,35
212876,70
212877,70
212878,35
212879,70
212880,70
212881,280
212882,35
212885,105
212886,140
212887,105
212894,280
212903,280
212908,175
212915,360
212916,70
212917,35
212920,35
212921,35
212925,35
212942,105
212943,35
212948,35
212950,35
212952,35
212953,35
212954,35
212955,35
212957,35
212961,35
212962,35
212964,35
212965,35
212966,35
212967,35
212975,35
212982,70
212984,245
212987,420
212990,34
212991,102
212992,34
212993,34
212994,34
212995,34
212996,34
212998,34
212999,34
213000,34
213005,40
213006,40
213008,40
213009,40
213010,40
213013,40
213014,40
213015,34
213017,34
213018,136
213021,34
213022,34
213023,68
213024,34
213025,34
213026,34
213027,34
213028,34
213029,34
213030,40
213031,40
213032,40
213033,40
213036,40
213037,40
213041,34
213042,34
213046,170
213050,34
213051,136
213056,40
213058,34
213061,34
213062,34
213065,160
213066,40
213068,40
213070,40
213074,34
213075,68
213076,136
213077,204
213081,68
213082,34
213084,40
213086,40
213089,34
213090,34
213091,34
213092,34
213093,34
213096,34
213100,102
213101,34
213102,102
213103,136
213105,34
213106,40
213108,40
213109,306
213110,34
213111,34
213115,34
213117,40
213118,120
213120,39
213123,39
213125,39
213126,39
213127,39
213128,117
213132,1677
213140,351
213141,170
213142,340
213145,135
213151,273
213153,198
213154,198
213157,66
213158,66
213167,66
213168,33
213169,99
213170,33
213171,33
213172,99
213182,66
213184,33
213188,33
213193,33
213197,33
213209,33
213212,33
213213,39
213214,39
213215,39
213216,39
213218,39
213219,132
213220,117
213221,39
213222,38
213225,132
213228,165
213229,165
213232,165
213233,38
213234,38
213235,38
213236,76
213238,38
213239,38
213242,38
213245,38
213246,38
213247,38
213248,38
213249,38
213250,38
213251,38
213252,38
213253,38
213255,38
213256,228
213260,38
213261,38
213264,132
213265,33
213267,152
213276,33
213278,33
213279,33
213285,33
213289,33
213290,33
213293,198
213295,38
213303,33
213309,33
213312,418
213316,33
213318,198
213322,99
213325,38
213326,38
213327,114
213328,38
213330,114
213336,38
213341,66
213343,33
213347,231
213353,38
213354,38
213355,38
213357,38
213358,38
213360,38
213361,66
213362,132
213364,132
213365,198
213367,33
213370,66
213375,38
213376,38
213378,38
213380,32
213382,32
213386,32
213387,32
213388,64
213393,32
213394,32
213396,76
213398,190
213400,190
213401,380
213402,304
213403,76
213404,76
213407,188
213408,37
213409,148
213410,185
213412,74
213416,32
213417,96
213419,111
213421,185
213424,111
213426,148
213427,148
213428,185
213432,37
213434,74
213436,148
213437,160
213438,128
213439,224
213441,224
213442,64
213443,32
213447,32
213448,32
213449,64
213451,32
213452,352
213456,32
213457,32
213458,32
213460,96
213462,128
213464,37
213467,37
213468,32
213469,32
213470,32
213477,512
213479,32
213485,256
213490,37
213491,128
213492,96
213496,192
213497,414
213498,37
213501,259
213503,155
213504,93
213505,186
213506,37
213507,37
213513,31
213514,62
213515,186
213516,31
213517,62
213519,62
213524,248
213528,31
213529,31
213530,62
213532,31
213535,31
213538,37
213539,37
213541,37
213542,37
213543,37
213544,37
213546,37
213548,37
213549,37
213550,37
213553,155
213556,31
213557,62
213561,31
213562,31
213564,31
213566,31
213567,31
213568,31
213573,37
213577,37
213579,37
213582,37
213583,37
213585,37
213586,37
213588,37
213589,37
213590,31
213593,31
213594,93
213595,62
213598,31
213599,31
213600,31
213602,31
213603,31
213604,124
213605,155
213608,62
213609,62
213610,37
213611,37
213612,74
213621,37
213623,31
213629,182
213630,144
213631,108
213632,36
213633,144
213634,72
213635,108
213637,93
213638,31
213639,31
213640,310
213641,31
213642,93
213643,62
213644,72
213645,36
213646,216
213647,108
213648,144
213649,36
213650,36
213653,72
213655,72
213658,36
213661,124
213666,155
213670,93
213671,31
213672,31
213673,93
213674,36
213677,108
213679,108
213680,36
213682,36
213683,36
213684,36
213688,31
213691,31
213692,31
213693,62
213694,31
213695,31
213696,31
213700,288
213701,36
213706,216
213712,62
213716,62
213718,31
213719,62
213721,31
213722,62
213727,333
213728,30
213731,30
213738,60
213739,30
213743,30
213746,30
213747,30
213748,60
213753,30
213757,90
213767,90
213769,30
213775,30
213780,72
213781,288
213786,36
213789,36
213791,36
213792,36
213795,36
213797,35
213798,35
213799,30
213801,120
213805,300
213807,90
213813,30
213814,35
213815,35
213816,30
213817,60
213818,30
213819,60
213820,30
213821,30
213822,30
213823,30
213825,30
213830,35
213832,35
213833,35
213834,35
213835,35
213845,35
213846,175
213847,140
213850,210
213854,60
213855,105
213856,35
213858,60
213859,240
213860,90
213861,90
213867,60
213873,30
213874,30
213875,30
213878,35
213879,60
213880,60
213884,30
213885,60
213886,35
213891,35
213892,35
213893,35
213895,140
213896,30
213897,30
213903,455
213905,350
213906,180
213913,60
213925,120
213934,120
213940,180
213943,30
213945,35
213948,30
213949,30
213952,30
213953,30
213954,30
213955,30
213956,30
213957,30
213960,30
213969,30
213971,30
213972,30
213973,90
213974,30
213975,30
213976,30
213977,30
213978,35
213981,35
213982,35
213983,35
213984,35
213988,30
213991,30
213995,30
214002,30
214003,35
214004,35
214007,35
214008,35
214011,35
214012,30
214013,89
214015,87
214017,70
214021,35
214031,29
214033,29
214035,29
214036,35
214037,35
214039,420
214041,68
214043,29
214044,29
214045,29
214047,34
214049,29
214051,58
214056,29
214057,29
214058,261
214059,174
214062,116
214064,116
214065,29
214067,58
214068,87
214069,102
214070,29
214076,136
214079,102
214080,102
214082,29
214084,238
214086,34
214092,34
214093,34
214094,34
214096,34
214097,34
214099,29
214102,29
214110,34
214112,34
214113,34
214115,34
214116,34
214119,34
214120,34
214121,319
214123,116
214125,58
214126,116
214127,29
214129,232
214130,174
214132,116
214134,203
214136,116
214138,87
214141,29
214145,203
214147,116
214152,29
214153,29
214154,29
214155,29
214157,29
214161,58
214162,116
214167,116
214171,29
214175,29
214177,29
214178,29
214179,29
214180,29
214183,34
214184,34
214185,34
214186,34
214187,34
214191,290
214193,141
214194,28
214195,28
214196,28
214197,28
214198,28
214201,34
214202,34
214205,34
214207,34
214208,34
214209,34
214215,68
214217,28
214218,28
214220,168
214221,28
214222,56
214223,28
214224,112
214227,238
214230,136
214231,68
214232,102
214233,34
214234,34
214235,68
214237,102
214239,136
214242,34
214243,34
214244,34
214245,34
214246,34
214249,28
214254,34
214255,34
214256,136
214261,28
214262,28
214264,34
214265,34
214266,34
214267,34
214268,34
214269,34
214270,34
214271,84
214273,28
214274,28
214275,56
214276,28
214277,56
214278,28
214280,28
214281,140
214284,140
214287,28
214293,28
214294,84
214295,68
214296,34
214297,68
214298,34
214299,84
214301,336
214303,28
214304,112
214305,34
214306,28
214319,56
214322,140
214325,28
214327,196
214328,28
214329,28
214330,28
214338,28
214339,28
214342,28
214343,28
214344,28
214345,28
214346,68
214347,232
214350,297
214351,33
214353,33
214354,33
214355,33
214356,33
214357,33
214358,33
214359,33
214360,33
214361,56
214362,28
214363,28
214365,28
214366,28
214367,28
214368,28
214370,28
214371,28
214372,28
214373,28
214378,28
214379,28
214380,28
214384,33
214387,66
214390,33
214391,33
214393,33
214398,33
214399,33
214400,33
214401,28
214408,28
214412,28
214413,448
214415,56
214418,196
214419,28
214420,28
214421,28
214425,222
214426,324
214429,27
214432,99
214435,231
214436,264
214437,54
214438,27
214440,27
214441,108
214442,54
214444,33
214447,132
214449,33
214452,132
214457,162
214459,27
214460,27
214461,33
214462,33
214463,33
214465,33
214467,33
214468,33
214470,33
214471,66
214474,27
214475,54
214476,81
214479,54
214484,54
214490,81
214491,81
214492,27
214496,27
214497,216
214501,27
214503,189
214504,162
214507,297
214511,27
214517,54
214519,27
214521,54
214522,27
214525,27
214526,27
214534,27
214536,108
214542,27
214543,27
214545,27
214557,324
214558,216
214559,27
214560,54
214562,54
214563,27
214564,27
214566,27
214569,27
214571,27
214572,27
214573,189
214575,54
214576,27
214577,54
214579,54
214580,27
214581,54
214587,33
214588,66
214589,33
214590,33
214591,99
214593,79
214594,104
214595,26
214596,26
214597,26
214598,26
214599,26
214600,26
214602,26
214604,26
214607,26
214608,26
214610,26
214613,26
214615,26
214618,26
214619,130
214620,104
214621,26
214622,52
214623,78
214625,52
214627,78
214629,198
214630,196
214631,192
214633,64
214634,32
214635,32
214636,32
214639,128
214642,32
214645,96
214646,320
214648,32
214650,32
214652,128
214653,32
214654,26
214662,26
214663,78
214664,52
214665,26
214666,26
214667,26
214668,26
214670,260
214672,234
214695,26
214696,78
214702,224
214703,96
214704,160
214706,96
214715,224
214716,32
214717,32
214718,32
214719,32
214720,32
214721,32
214723,32
214724,32
214725,32
214729,52
214731,26
214732,26
214734,26
214735,32
214738,32
214739,96
214740,128
214744,96
214745,192
214746,32
214750,64
214751,32
214755,64
214757,32
214760,32
214762,32
214763,128
214765,96
214767,352
214769,253
214771,31
214772,31
214773,31
214774,31
214775,124
214776,93
214779,31
214781,155
214784,93
214785,155
214788,93
214794,26
214795,26
214796,26
214797,26
214799,104
214800,52
214805,104
214809,26
214810,26
214812,26
214813,26
214817,26
214819,52
214820,31
214821,31
214826,26
214828,26
214829,52
214830,26
214831,26
214832,26
214835,26
214836,26
214838,26
214840,26
214841,26
214842,26
214845,78
214846,52
214847,78
214849,26
214850,78
214851,26
214854,26
214855,78
214856,52
214858,104
214860,78
214862,52
214863,26
214864,26
214867,93
214869,93
214870,93
214871,124
214872,93
214874,26
214892,52
214898,78
214908,217
214910,31
214913,31
214917,52
214920,104
214921,78
214928,78
214930,104
214936,52
214939,26
214941,52
214942,78
214943,182
214947,31
214952,31
214953,52
214954,52
214956,31
214967,31
214968,31
214970,78
214971,52
214973,52
214975,26
214979,26
214982,25
214985,25
214986,25
214987,25
214988,25
214990,100
214992,25
214993,31
214997,31
214998,31
214999,31
215000,124
215001,62
215002,31
215003,31
215005,31
215006,375
215009,75
215010,175
215014,25
215016,125
215017,25
215019,25
215020,150
215021,50
215023,100
215026,25
215027,25
215028,150
215029,25
215030,25
215038,175
215039,75
215040,75
215044,31
215046,186
215047,31
215050,31
215051,124
215053,62
215054,62
215057,25
215064,25
215067,25
215068,25
215069,25
215070,25
215072,62
215074,30
215075,30
215076,60
215080,180
215081,180
215084,30
215085,30
215086,30
215087,30
215089,25
215090,25
215091,25
215093,30
215094,30
215095,30
215096,30
215097,30
215098,30
215099,30
215100,30
215101,30
215102,30
215104,30
215111,25
215112,30
215113,30
215114,30
215116,30
215117,30
215118,240
215121,30
215122,30
215123,30
215124,30
215125,30
215127,30
215131,120
215133,125
215136,30
215144,60
215145,75
215146,25
215156,30
215159,25
215160,25
215161,25
215173,25
215175,125
215176,25
215177,25
215178,50
215179,25
215180,175
215181,25
215182,25
215183,125
215184,100
215186,50
215187,25
215188,25
215189,25
215192,75
215193,25
215199,25
215206,25
215207,25
215208,25
215209,25
215210,25
215213,25
215215,25
215217,25
215218,25
215223,30
215225,30
215229,30
215235,25
215238,75
215239,100
215245,30
215246,25
215247,25
215248,25
215249,25
215250,25
215251,25
215252,25
215253,75
215254,74
215261,150
215262,24
215265,30
215266,150
215267,60
215268,30
215269,120
215270,60
215271,30
215272,30
215273,30
215274,30
215275,30
215276,30
215278,300
215279,30
215281,29
215282,29
215283,58
215285,29
215286,29
215289,29
215290,24
215291,24
215294,24
215295,72
215300,24
215302,48
215303,24
215304,24
215305,24
215307,144
215309,72
215318,48
215326,120
215343,336
215344,24
215352,24
215362,24
215365,48
215369,48
215371,24
215372,24
215374,72
215375,48
215383,29
215384,29
215385,29
215386,29
215387,29
215388,29
215390,29
215393,29
215395,29
215396,29
215397,58
215398,29
215400,29
215402,29
215403,29
215404,29
215405,29
215406,168
215411,24
215412,24
215413,24
215414,24
215415,24
215416,72
215417,216
215418,72
215419,72
215420,72
215422,58
215423,116
215424,174
215429,24
215431,144
215432,24
215433,24
215434,29
215435,29
215436,29
215438,29
215442,29
215444,29
215445,116
215449,29
215450,29
215451,29
215453,116
215458,29
215461,116
215465,58
215467,29
215468,48
215470,24
215471,24
215472,24
215473,24
215474,144
215475,24
215476,24
215477,24
215485,29
215488,116
215491,168
215492,24
215494,24
215501,29
215502,29
215504,29
215505,29
215507,29
215508,24
215511,24
215512,24
215513,29
215517,29
215518,29
215519,29
215520,58
215521,29
215522,145
215524,29
215528,29
215530,29
215531,24
215535,24
215536,48
215537,24
215542,24
215543,29
215544,29
215545,29
215548,29
215549,29
215551,29
215553,29
215554,29
215557,29
215558,29
215559,29
215560,29
215561,29
215562,29
215564,29
215565,29
215566,29
215567,29
215568,29
