maz,taz,maz_original,taz_original,PUMA5CE00,COUNTYFP,mtc_county_id,county_name
8877,1654,210490,200649,2704,85,3,Santa Clara
8878,1145,210492,200110,2710,85,3,Santa Clara
8879,1833,210497,200848,2710,85,3,Santa Clara
8880,1048,210500,200006,2706,85,3,Santa Clara
8881,1193,210501,200159,2710,85,3,Santa Clara
8882,1895,210506,200915,2709,85,3,Santa Clara
8883,1193,210508,200159,2710,85,3,Santa Clara
8884,1060,210514,200018,2707,85,3,Santa Clara
8885,1145,210515,200110,2710,85,3,Santa Clara
8886,1708,210516,200708,2709,85,3,Santa Clara
8887,1396,210523,200374,2701,85,3,Santa Clara
8888,1621,210528,200613,2701,85,3,Santa Clara
8889,1679,210529,200676,2702,85,3,Santa Clara
8890,1168,210532,200134,2701,85,3,Santa Clara
8891,1168,210539,200134,2701,85,3,Santa Clara
8892,1168,210541,200134,2701,85,3,Santa Clara
8893,1168,210545,200134,2701,85,3,Santa Clara
8894,1168,210546,200134,2701,85,3,Santa Clara
8895,1168,210547,200134,2701,85,3,Santa Clara
8896,1812,210550,200825,2706,85,3,Santa Clara
8897,1812,210553,200825,2706,85,3,Santa Clara
8898,1812,210554,200825,2706,85,3,Santa Clara
8899,1812,210555,200825,2706,85,3,Santa Clara
8900,1812,210558,200825,2706,85,3,Santa Clara
8901,1812,210559,200825,2706,85,3,Santa Clara
8902,1141,210560,200106,2704,85,3,Santa Clara
8903,1281,210561,200253,2706,85,3,Santa Clara
8904,1270,210564,200241,2706,85,3,Santa Clara
8905,1281,210569,200253,2706,85,3,Santa Clara
8906,1110,210575,200072,2706,85,3,Santa Clara
8907,1112,210584,200075,2706,85,3,Santa Clara
8908,1098,210586,200059,2706,85,3,Santa Clara
8909,1098,210590,200059,2706,85,3,Santa Clara
8910,1625,210596,200617,2706,85,3,Santa Clara
8911,1484,210599,200465,2706,85,3,Santa Clara
8912,1484,210602,200465,2706,85,3,Santa Clara
8913,1484,210603,200465,2706,85,3,Santa Clara
8914,1484,210605,200465,2706,85,3,Santa Clara
8915,1194,210614,200160,2709,85,3,Santa Clara
8916,1194,210615,200160,2709,85,3,Santa Clara
8917,1194,210616,200160,2709,85,3,Santa Clara
8918,2053,210618,201092,2709,85,3,Santa Clara
8919,1845,210622,200860,2709,85,3,Santa Clara
8920,1845,210624,200860,2709,85,3,Santa Clara
8921,1377,210626,200352,2701,85,3,Santa Clara
8922,1377,210627,200352,2701,85,3,Santa Clara
8923,1377,210628,200352,2701,85,3,Santa Clara
8924,1318,210629,200292,2701,85,3,Santa Clara
8925,1318,210630,200292,2701,85,3,Santa Clara
8926,1318,210631,200292,2701,85,3,Santa Clara
8927,1077,210632,200035,2701,85,3,Santa Clara
8928,1064,210633,200022,2701,85,3,Santa Clara
8929,1252,210634,200222,2701,85,3,Santa Clara
8930,1252,210636,200222,2701,85,3,Santa Clara
8931,1571,210638,200560,2701,85,3,Santa Clara
8932,1616,210640,200608,2701,85,3,Santa Clara
8933,1962,210643,200993,2703,85,3,Santa Clara
8934,1610,210644,200602,2708,85,3,Santa Clara
8935,1611,210647,200603,2708,85,3,Santa Clara
8936,1959,210648,200990,2708,85,3,Santa Clara
8937,1624,210649,200616,2712,85,3,Santa Clara
8938,1245,210651,200214,2712,85,3,Santa Clara
8939,1738,210652,200743,2707,85,3,Santa Clara
8940,1738,210653,200743,2707,85,3,Santa Clara
8941,1738,210654,200743,2707,85,3,Santa Clara
8942,1779,210655,200790,2707,85,3,Santa Clara
8943,1087,210659,200046,2701,85,3,Santa Clara
8944,1430,210661,200408,2701,85,3,Santa Clara
8945,1397,210665,200375,2701,85,3,Santa Clara
8946,1990,210666,201026,2701,85,3,Santa Clara
8947,1990,210667,201026,2701,85,3,Santa Clara
8948,1585,210668,200574,2701,85,3,Santa Clara
8949,1431,210669,200409,2701,85,3,Santa Clara
8950,1173,210671,200139,2705,85,3,Santa Clara
8951,1447,210673,200428,2701,85,3,Santa Clara
8952,1447,210674,200428,2701,85,3,Santa Clara
8953,1447,210675,200428,2701,85,3,Santa Clara
8954,1617,210676,200609,2701,85,3,Santa Clara
8955,1617,210677,200609,2701,85,3,Santa Clara
8956,1619,210678,200611,2701,85,3,Santa Clara
8957,1396,210680,200374,2701,85,3,Santa Clara
8958,1440,210682,200421,2701,85,3,Santa Clara
8959,1399,210683,200377,2702,85,3,Santa Clara
8960,1398,210685,200376,2702,85,3,Santa Clara
8961,1603,210689,200595,2705,85,3,Santa Clara
8962,1297,210692,200269,2712,85,3,Santa Clara
8963,1126,210695,200090,2712,85,3,Santa Clara
8964,1655,210698,200650,2704,85,3,Santa Clara
8965,1240,210699,200209,2704,85,3,Santa Clara
8966,1532,210700,200518,2704,85,3,Santa Clara
8967,1747,210701,200754,2704,85,3,Santa Clara
8968,1456,210704,200437,2707,85,3,Santa Clara
8969,1459,210705,200440,2707,85,3,Santa Clara
8970,1459,210706,200440,2707,85,3,Santa Clara
8971,1324,210708,200298,2707,85,3,Santa Clara
8972,1614,210711,200606,2702,85,3,Santa Clara
8973,1738,210714,200743,2707,85,3,Santa Clara
8974,1738,210715,200743,2707,85,3,Santa Clara
8975,2039,210717,201078,2703,85,3,Santa Clara
8976,1253,210724,200223,2703,85,3,Santa Clara
8977,1865,210729,200883,2703,85,3,Santa Clara
8978,2022,210731,201060,2701,85,3,Santa Clara
8979,2019,210732,201057,2701,85,3,Santa Clara
8980,2018,210733,201056,2701,85,3,Santa Clara
8981,2018,210734,201056,2701,85,3,Santa Clara
8982,2020,210735,201058,2701,85,3,Santa Clara
8983,1316,210736,200289,2701,85,3,Santa Clara
8984,1375,210738,200350,2701,85,3,Santa Clara
8985,2021,210739,201059,2701,85,3,Santa Clara
8986,2021,210740,201059,2701,85,3,Santa Clara
8987,2023,210741,201061,2701,85,3,Santa Clara
8988,2023,210742,201061,2701,85,3,Santa Clara
8989,1318,210743,200292,2701,85,3,Santa Clara
8990,1319,210745,200293,2701,85,3,Santa Clara
8991,1681,210746,200678,2702,85,3,Santa Clara
8992,1681,210747,200678,2702,85,3,Santa Clara
8993,1979,210748,201014,2702,85,3,Santa Clara
8994,2054,210749,201093,2702,85,3,Santa Clara
8995,1614,210750,200606,2702,85,3,Santa Clara
8996,1907,210752,200930,2702,85,3,Santa Clara
8997,1620,210754,200612,2702,85,3,Santa Clara
8998,1444,210755,200425,2702,85,3,Santa Clara
8999,1445,210757,200426,2702,85,3,Santa Clara
9000,1495,210758,200476,2702,85,3,Santa Clara
9001,1267,210759,200237,2702,85,3,Santa Clara
9002,1493,210760,200474,2702,85,3,Santa Clara
9003,1494,210761,200475,2702,85,3,Santa Clara
9004,1494,210763,200475,2702,85,3,Santa Clara
9005,1494,210764,200475,2702,85,3,Santa Clara
9006,1494,210765,200475,2702,85,3,Santa Clara
9007,1496,210766,200477,2702,85,3,Santa Clara
9008,1497,210767,200478,2702,85,3,Santa Clara
9009,1704,210769,200703,2704,85,3,Santa Clara
9010,2035,210772,201074,2704,85,3,Santa Clara
9011,1082,210773,200040,2704,85,3,Santa Clara
9012,1082,210774,200040,2704,85,3,Santa Clara
9013,1233,210776,200202,2704,85,3,Santa Clara
9014,1466,210777,200447,2714,85,3,Santa Clara
9015,1515,210779,200498,2714,85,3,Santa Clara
9016,1515,210780,200498,2714,85,3,Santa Clara
9017,1952,210781,200982,2710,85,3,Santa Clara
9018,1635,210783,200627,2702,85,3,Santa Clara
9019,1724,210784,200726,2702,85,3,Santa Clara
9020,1726,210785,200730,2702,85,3,Santa Clara
9021,1726,210786,200730,2702,85,3,Santa Clara
9022,1251,210788,200221,2711,85,3,Santa Clara
9023,1251,210789,200221,2711,85,3,Santa Clara
9024,1251,210790,200221,2711,85,3,Santa Clara
9025,2012,210791,201050,2711,85,3,Santa Clara
9026,1055,210793,200013,2707,85,3,Santa Clara
9027,1984,210794,201020,2707,85,3,Santa Clara
9028,1984,210795,201020,2707,85,3,Santa Clara
9029,1362,210796,200336,2707,85,3,Santa Clara
9030,1083,210797,200042,2707,85,3,Santa Clara
9031,1058,210798,200016,2707,85,3,Santa Clara
9032,2024,210799,201062,2707,85,3,Santa Clara
9033,2024,210800,201062,2707,85,3,Santa Clara
9034,2024,210801,201062,2707,85,3,Santa Clara
9035,2024,210802,201062,2707,85,3,Santa Clara
9036,1634,210804,200626,2703,85,3,Santa Clara
9037,1909,210806,200933,2701,85,3,Santa Clara
9038,2036,210807,201075,2701,85,3,Santa Clara
9039,2036,210809,201075,2701,85,3,Santa Clara
9040,1065,210813,200023,2701,85,3,Santa Clara
9041,1574,210814,200563,2701,85,3,Santa Clara
9042,1865,210815,200883,2703,85,3,Santa Clara
9043,1614,210816,200606,2702,85,3,Santa Clara
9044,2036,210817,201075,2701,85,3,Santa Clara
9045,1865,210821,200883,2703,85,3,Santa Clara
9046,1081,210822,200039,2701,85,3,Santa Clara
9047,1080,210823,200038,2701,85,3,Santa Clara
9048,1616,210824,200608,2701,85,3,Santa Clara
9049,1129,210826,200093,2701,85,3,Santa Clara
9050,2036,210834,201075,2701,85,3,Santa Clara
9051,1051,210835,200009,2701,85,3,Santa Clara
9052,1994,210836,201031,2707,85,3,Santa Clara
9053,1775,210841,200784,2713,85,3,Santa Clara
9054,1254,210842,200224,2703,85,3,Santa Clara
9055,1155,210844,200120,2703,85,3,Santa Clara
9056,1098,210846,200059,2706,85,3,Santa Clara
9057,1730,210848,200734,2706,85,3,Santa Clara
9058,1665,210851,200661,2706,85,3,Santa Clara
9059,1664,210857,200660,2706,85,3,Santa Clara
9060,1664,210858,200660,2706,85,3,Santa Clara
9061,1438,210859,200419,2706,85,3,Santa Clara
9062,1546,210870,200532,2706,85,3,Santa Clara
9063,1546,210871,200532,2706,85,3,Santa Clara
9064,1484,210875,200465,2706,85,3,Santa Clara
9065,1771,210876,200780,2702,85,3,Santa Clara
9066,1494,210877,200475,2702,85,3,Santa Clara
9067,1535,210878,200521,2702,85,3,Santa Clara
9068,1536,210879,200522,2702,85,3,Santa Clara
9069,1539,210880,200525,2702,85,3,Santa Clara
9070,1539,210881,200525,2702,85,3,Santa Clara
9071,1539,210882,200525,2702,85,3,Santa Clara
9072,1541,210884,200527,2702,85,3,Santa Clara
9073,1540,210886,200526,2702,85,3,Santa Clara
9074,1875,210887,200895,2703,85,3,Santa Clara
9075,1875,210888,200895,2703,85,3,Santa Clara
9076,1875,210889,200895,2703,85,3,Santa Clara
9077,1918,210891,200943,2703,85,3,Santa Clara
9078,1876,210892,200896,2703,85,3,Santa Clara
9079,1876,210893,200896,2703,85,3,Santa Clara
9080,1529,210898,200515,2707,85,3,Santa Clara
9081,1780,210900,200791,2707,85,3,Santa Clara
9082,1781,210903,200792,2707,85,3,Santa Clara
9083,1283,210904,200255,2707,85,3,Santa Clara
9084,1935,210905,200964,2705,85,3,Santa Clara
9085,1935,210906,200964,2705,85,3,Santa Clara
9086,1332,210907,200306,2713,85,3,Santa Clara
9087,1185,210908,200151,2713,85,3,Santa Clara
9088,1103,210909,200065,2713,85,3,Santa Clara
9089,1246,210910,200215,2712,85,3,Santa Clara
9090,1048,210912,200006,2706,85,3,Santa Clara
9091,1858,210914,200874,2704,85,3,Santa Clara
9092,1132,210917,200097,2712,85,3,Santa Clara
9093,1158,210919,200123,2713,85,3,Santa Clara
9094,1186,210920,200152,2713,85,3,Santa Clara
9095,1277,210926,200248,2704,85,3,Santa Clara
9096,1277,210928,200248,2704,85,3,Santa Clara
9097,1514,210930,200497,2713,85,3,Santa Clara
9098,1469,210931,200450,2714,85,3,Santa Clara
9099,1246,210934,200215,2712,85,3,Santa Clara
9100,1594,210935,200583,2712,85,3,Santa Clara
9101,1298,210936,200270,2712,85,3,Santa Clara
9102,1594,210937,200583,2712,85,3,Santa Clara
9103,1948,210938,200978,2713,85,3,Santa Clara
9104,1127,210939,200091,2713,85,3,Santa Clara
9105,1186,210940,200152,2713,85,3,Santa Clara
9106,1103,210941,200065,2713,85,3,Santa Clara
9107,1115,210942,200078,2713,85,3,Santa Clara
9108,1234,210945,200203,2710,85,3,Santa Clara
9109,1234,210946,200203,2710,85,3,Santa Clara
9110,1234,210948,200203,2710,85,3,Santa Clara
9111,1426,210949,200404,2710,85,3,Santa Clara
9112,1427,210950,200405,2710,85,3,Santa Clara
9113,1475,210951,200456,2710,85,3,Santa Clara
9114,1471,210953,200452,2710,85,3,Santa Clara
9115,1472,210954,200453,2710,85,3,Santa Clara
9116,1473,210955,200454,2710,85,3,Santa Clara
9117,1473,210956,200454,2710,85,3,Santa Clara
9118,1516,210957,200500,2710,85,3,Santa Clara
9119,1231,210958,200200,2710,85,3,Santa Clara
9120,1231,210959,200200,2710,85,3,Santa Clara
9121,1883,210960,200903,2711,85,3,Santa Clara
9122,1629,210962,200621,2702,85,3,Santa Clara
9123,1633,210964,200625,2702,85,3,Santa Clara
9124,1633,210966,200625,2702,85,3,Santa Clara
9125,1456,210967,200437,2707,85,3,Santa Clara
9126,1457,210968,200438,2707,85,3,Santa Clara
9127,2029,210969,201068,2707,85,3,Santa Clara
9128,2029,210970,201068,2707,85,3,Santa Clara
9129,1960,210978,200991,2703,85,3,Santa Clara
9130,1960,210980,200991,2703,85,3,Santa Clara
9131,1876,210984,200896,2703,85,3,Santa Clara
9132,1323,210987,200297,2707,85,3,Santa Clara
9133,1290,210994,200262,2707,85,3,Santa Clara
9134,1600,210999,200589,2708,85,3,Santa Clara
9135,1219,211002,200188,2710,85,3,Santa Clara
9136,1186,211003,200152,2713,85,3,Santa Clara
9137,1610,211005,200602,2708,85,3,Santa Clara
9138,1634,211007,200626,2703,85,3,Santa Clara
9139,1739,211008,200744,2707,85,3,Santa Clara
9140,1593,211013,200582,2706,85,3,Santa Clara
9141,1379,211016,200354,2701,85,3,Santa Clara
9142,1326,211018,200300,2708,85,3,Santa Clara
9143,1812,211021,200825,2706,85,3,Santa Clara
9144,1730,211025,200734,2706,85,3,Santa Clara
9145,1545,211030,200531,2706,85,3,Santa Clara
9146,1118,211031,200081,2706,85,3,Santa Clara
9147,1113,211033,200076,2706,85,3,Santa Clara
9148,1113,211034,200076,2706,85,3,Santa Clara
9149,1284,211041,200256,2707,85,3,Santa Clara
9150,1546,211047,200532,2706,85,3,Santa Clara
9151,1484,211048,200465,2706,85,3,Santa Clara
9152,1484,211059,200465,2706,85,3,Santa Clara
9153,1599,211063,200588,2708,85,3,Santa Clara
9154,1862,211064,200878,2708,85,3,Santa Clara
9155,1817,211065,200832,2708,85,3,Santa Clara
9156,1500,211067,200481,2708,85,3,Santa Clara
9157,2050,211070,201089,2703,85,3,Santa Clara
9158,2049,211071,201088,2703,85,3,Santa Clara
9159,2049,211072,201088,2703,85,3,Santa Clara
9160,1634,211073,200626,2703,85,3,Santa Clara
9161,1634,211077,200626,2703,85,3,Santa Clara
9162,1634,211078,200626,2703,85,3,Santa Clara
9163,1205,211079,200172,2709,85,3,Santa Clara
9164,1205,211080,200172,2709,85,3,Santa Clara
9165,1084,211081,200043,2701,85,3,Santa Clara
9166,1101,211083,200062,2701,85,3,Santa Clara
9167,1973,211084,201008,2701,85,3,Santa Clara
9168,1100,211087,200061,2701,85,3,Santa Clara
9169,1108,211092,200070,2708,85,3,Santa Clara
9170,1600,211093,200589,2708,85,3,Santa Clara
9171,1420,211094,200398,2714,85,3,Santa Clara
9172,1420,211095,200398,2714,85,3,Santa Clara
9173,1420,211096,200398,2714,85,3,Santa Clara
9174,1842,211097,200857,2709,85,3,Santa Clara
9175,1842,211098,200857,2709,85,3,Santa Clara
9176,1942,211099,200972,2709,85,3,Santa Clara
9177,1844,211100,200859,2709,85,3,Santa Clara
9178,1924,211102,200949,2709,85,3,Santa Clara
9179,1924,211103,200949,2709,85,3,Santa Clara
9180,1192,211104,200158,2709,85,3,Santa Clara
9181,1192,211105,200158,2709,85,3,Santa Clara
9182,1378,211106,200353,2701,85,3,Santa Clara
9183,1378,211107,200353,2701,85,3,Santa Clara
9184,1230,211108,200199,2701,85,3,Santa Clara
9185,1922,211111,200947,2703,85,3,Santa Clara
9186,1962,211113,200993,2703,85,3,Santa Clara
9187,1610,211115,200602,2708,85,3,Santa Clara
9188,1610,211116,200602,2708,85,3,Santa Clara
9189,1923,211117,200948,2708,85,3,Santa Clara
9190,1923,211118,200948,2708,85,3,Santa Clara
9191,1923,211119,200948,2708,85,3,Santa Clara
9192,1959,211121,200990,2708,85,3,Santa Clara
9193,1959,211122,200990,2708,85,3,Santa Clara
9194,1128,211128,200092,2710,85,3,Santa Clara
9195,1128,211129,200092,2710,85,3,Santa Clara
9196,1437,211130,200416,2711,85,3,Santa Clara
9197,1719,211132,200721,2712,85,3,Santa Clara
9198,1299,211133,200271,2712,85,3,Santa Clara
9199,1299,211134,200271,2712,85,3,Santa Clara
9200,1342,211137,200316,2712,85,3,Santa Clara
9201,1300,211140,200272,2712,85,3,Santa Clara
9202,1357,211141,200331,2712,85,3,Santa Clara
9203,1731,211142,200735,2712,85,3,Santa Clara
9204,1359,211143,200333,2712,85,3,Santa Clara
9205,1049,211144,200007,2707,85,3,Santa Clara
9206,1049,211149,200007,2707,85,3,Santa Clara
9207,1049,211150,200007,2707,85,3,Santa Clara
9208,1049,211151,200007,2707,85,3,Santa Clara
9209,1818,211154,200833,2709,85,3,Santa Clara
9210,1818,211155,200833,2709,85,3,Santa Clara
9211,1818,211156,200833,2709,85,3,Santa Clara
9212,1052,211158,200010,2703,85,3,Santa Clara
9213,1052,211159,200010,2703,85,3,Santa Clara
9214,1659,211161,200654,2702,85,3,Santa Clara
9215,1659,211162,200654,2702,85,3,Santa Clara
9216,2049,211167,201088,2703,85,3,Santa Clara
9217,1751,211168,200758,2709,85,3,Santa Clara
9218,1751,211169,200758,2709,85,3,Santa Clara
9219,1206,211172,200173,2709,85,3,Santa Clara
9220,1196,211173,200162,2709,85,3,Santa Clara
9221,1196,211174,200162,2709,85,3,Santa Clara
9222,1755,211175,200763,2709,85,3,Santa Clara
9223,1755,211176,200763,2709,85,3,Santa Clara
9224,1080,211178,200038,2701,85,3,Santa Clara
9225,1078,211179,200036,2701,85,3,Santa Clara
9226,1078,211180,200036,2701,85,3,Santa Clara
9227,1307,211181,200279,2705,85,3,Santa Clara
9228,1263,211182,200233,2705,85,3,Santa Clara
9229,1306,211183,200278,2705,85,3,Santa Clara
9230,1937,211184,200967,2705,85,3,Santa Clara
9231,1306,211185,200278,2705,85,3,Santa Clara
9232,1935,211188,200964,2705,85,3,Santa Clara
9233,1261,211191,200231,2713,85,3,Santa Clara
9234,1104,211192,200066,2711,85,3,Santa Clara
9235,1104,211194,200066,2711,85,3,Santa Clara
9236,1964,211197,200995,2707,85,3,Santa Clara
9237,1964,211198,200995,2707,85,3,Santa Clara
9238,1994,211204,201031,2707,85,3,Santa Clara
9239,1581,211206,200570,2713,85,3,Santa Clara
9240,1605,211207,200597,2705,85,3,Santa Clara
9241,1605,211208,200597,2705,85,3,Santa Clara
9242,1167,211209,200133,2710,85,3,Santa Clara
9243,1256,211210,200226,2710,85,3,Santa Clara
9244,1729,211211,200733,2712,85,3,Santa Clara
9245,1130,211212,200094,2713,85,3,Santa Clara
9246,1116,211214,200079,2711,85,3,Santa Clara
9247,1775,211215,200784,2713,85,3,Santa Clara
9248,1819,211216,200834,2711,85,3,Santa Clara
9249,1636,211217,200628,2712,85,3,Santa Clara
9250,1699,211220,200697,2713,85,3,Santa Clara
9251,1721,211225,200723,2707,85,3,Santa Clara
9252,1416,211226,200394,2705,85,3,Santa Clara
9253,1758,211227,200766,2707,85,3,Santa Clara
9254,1846,211228,200861,2710,85,3,Santa Clara
9255,1846,211229,200861,2710,85,3,Santa Clara
9256,1373,211230,200348,2710,85,3,Santa Clara
9257,1315,211231,200287,2710,85,3,Santa Clara
9258,1315,211232,200287,2710,85,3,Santa Clara
9259,1315,211233,200287,2710,85,3,Santa Clara
9260,1315,211234,200287,2710,85,3,Santa Clara
9261,1315,211235,200287,2710,85,3,Santa Clara
9262,1315,211236,200287,2710,85,3,Santa Clara
9263,2018,211238,201056,2701,85,3,Santa Clara
9264,2018,211239,201056,2701,85,3,Santa Clara
9265,2020,211240,201058,2701,85,3,Santa Clara
9266,2020,211241,201058,2701,85,3,Santa Clara
9267,2021,211245,201059,2701,85,3,Santa Clara
9268,2023,211246,201061,2701,85,3,Santa Clara
9269,1681,211247,200678,2702,85,3,Santa Clara
9270,1681,211248,200678,2702,85,3,Santa Clara
9271,1979,211250,201014,2702,85,3,Santa Clara
9272,1766,211251,200775,2702,85,3,Santa Clara
9273,1766,211252,200775,2702,85,3,Santa Clara
9274,1983,211254,201019,2707,85,3,Santa Clara
9275,2049,211259,201088,2703,85,3,Santa Clara
9276,1907,211260,200930,2702,85,3,Santa Clara
9277,1907,211264,200930,2702,85,3,Santa Clara
9278,1129,211265,200093,2701,85,3,Santa Clara
9279,1492,211273,200473,2702,85,3,Santa Clara
9280,1442,211274,200423,2702,85,3,Santa Clara
9281,1941,211277,200971,2707,85,3,Santa Clara
9282,1941,211278,200971,2707,85,3,Santa Clara
9283,1961,211283,200992,2703,85,3,Santa Clara
9284,1742,211285,200748,2714,85,3,Santa Clara
9285,1603,211287,200595,2705,85,3,Santa Clara
9286,1794,211288,200806,2704,85,3,Santa Clara
9287,1331,211289,200305,2713,85,3,Santa Clara
9288,1634,211290,200626,2703,85,3,Santa Clara
9289,1331,211292,200305,2713,85,3,Santa Clara
9290,1992,211294,201028,2713,85,3,Santa Clara
9291,1825,211295,200840,2714,85,3,Santa Clara
9292,1117,211296,200080,2711,85,3,Santa Clara
9293,1193,211298,200159,2710,85,3,Santa Clara
9294,1048,211299,200006,2706,85,3,Santa Clara
9295,1451,211300,200432,2703,85,3,Santa Clara
9296,1752,211304,200759,2710,85,3,Santa Clara
9297,1190,211306,200156,2708,85,3,Santa Clara
9298,1634,211308,200626,2703,85,3,Santa Clara
9299,1252,211313,200222,2701,85,3,Santa Clara
9300,1996,211314,201033,2707,85,3,Santa Clara
9301,1332,211317,200306,2713,85,3,Santa Clara
9302,1440,211318,200421,2701,85,3,Santa Clara
9303,1704,211319,200703,2704,85,3,Santa Clara
9304,1188,211320,200154,2713,85,3,Santa Clara
9305,1180,211322,200146,2704,85,3,Santa Clara
9306,1396,211327,200374,2701,85,3,Santa Clara
9307,1168,211332,200134,2701,85,3,Santa Clara
9308,1168,211338,200134,2701,85,3,Santa Clara
9309,1241,211339,200210,2701,85,3,Santa Clara
9310,1168,211340,200134,2701,85,3,Santa Clara
9311,1812,211346,200825,2706,85,3,Santa Clara
9312,1812,211352,200825,2706,85,3,Santa Clara
9313,1812,211355,200825,2706,85,3,Santa Clara
9314,1812,211356,200825,2706,85,3,Santa Clara
9315,1626,211357,200618,2706,85,3,Santa Clara
9316,1281,211359,200253,2706,85,3,Santa Clara
9317,1662,211360,200658,2706,85,3,Santa Clara
9318,1119,211362,200082,2706,85,3,Santa Clara
9319,1153,211363,200118,2706,85,3,Santa Clara
9320,1153,211364,200118,2706,85,3,Santa Clara
9321,1151,211374,200116,2706,85,3,Santa Clara
9322,1111,211382,200074,2706,85,3,Santa Clara
9323,1662,211392,200658,2706,85,3,Santa Clara
9324,1118,211396,200081,2706,85,3,Santa Clara
9325,1756,211409,200764,2709,85,3,Santa Clara
9326,1138,211410,200103,2709,85,3,Santa Clara
9327,1798,211412,200810,2709,85,3,Santa Clara
9328,1320,211414,200294,2701,85,3,Santa Clara
9329,1320,211415,200294,2701,85,3,Santa Clara
9330,1045,211417,200003,2708,85,3,Santa Clara
9331,1518,211418,200503,2708,85,3,Santa Clara
9332,1518,211419,200503,2708,85,3,Santa Clara
9333,1518,211420,200503,2708,85,3,Santa Clara
9334,1518,211421,200503,2708,85,3,Santa Clara
9335,1518,211422,200503,2708,85,3,Santa Clara
9336,1518,211424,200503,2708,85,3,Santa Clara
9337,1519,211425,200505,2708,85,3,Santa Clara
9338,1960,211427,200991,2703,85,3,Santa Clara
9339,1961,211428,200992,2703,85,3,Santa Clara
9340,1961,211432,200992,2703,85,3,Santa Clara
9341,1961,211434,200992,2703,85,3,Santa Clara
9342,1623,211435,200615,2710,85,3,Santa Clara
9343,1091,211436,200051,2710,85,3,Santa Clara
9344,1390,211437,200365,2710,85,3,Santa Clara
9345,1329,211438,200303,2710,85,3,Santa Clara
9346,1220,211439,200189,2710,85,3,Santa Clara
9347,1732,211442,200736,2711,85,3,Santa Clara
9348,1773,211443,200782,2711,85,3,Santa Clara
9349,1530,211446,200516,2707,85,3,Santa Clara
9350,1502,211450,200484,2703,85,3,Santa Clara
9351,1423,211457,200401,2710,85,3,Santa Clara
9352,1476,211460,200457,2710,85,3,Santa Clara
9353,1427,211461,200405,2710,85,3,Santa Clara
9354,1427,211462,200405,2710,85,3,Santa Clara
9355,1429,211463,200407,2710,85,3,Santa Clara
9356,1306,211468,200278,2705,85,3,Santa Clara
9357,1305,211469,200277,2705,85,3,Santa Clara
9358,1189,211471,200155,2713,85,3,Santa Clara
9359,1189,211473,200155,2713,85,3,Santa Clara
9360,1261,211474,200231,2713,85,3,Santa Clara
9361,1580,211476,200569,2705,85,3,Santa Clara
9362,1185,211477,200151,2713,85,3,Santa Clara
9363,1246,211478,200215,2712,85,3,Santa Clara
9364,1579,211479,200568,2705,85,3,Santa Clara
9365,1806,211480,200818,2705,85,3,Santa Clara
9366,1166,211481,200132,2705,85,3,Santa Clara
9367,1365,211486,200339,2705,85,3,Santa Clara
9368,1649,211489,200643,2705,85,3,Santa Clara
9369,1649,211490,200643,2705,85,3,Santa Clara
9370,1808,211494,200821,2704,85,3,Santa Clara
9371,1938,211496,200968,2705,85,3,Santa Clara
9372,1215,211497,200184,2705,85,3,Santa Clara
9373,1649,211498,200643,2705,85,3,Santa Clara
9374,1697,211499,200695,2705,85,3,Santa Clara
9375,1216,211502,200185,2705,85,3,Santa Clara
9376,1533,211504,200519,2714,85,3,Santa Clara
9377,1469,211505,200450,2714,85,3,Santa Clara
9378,1833,211507,200848,2710,85,3,Santa Clara
9379,1833,211508,200848,2710,85,3,Santa Clara
9380,1738,211510,200743,2707,85,3,Santa Clara
9381,1738,211512,200743,2707,85,3,Santa Clara
9382,1720,211514,200722,2707,85,3,Santa Clara
9383,1720,211515,200722,2707,85,3,Santa Clara
9384,1720,211516,200722,2707,85,3,Santa Clara
9385,1124,211518,200088,2711,85,3,Santa Clara
9386,1124,211519,200088,2711,85,3,Santa Clara
9387,2015,211520,201053,2710,85,3,Santa Clara
9388,2015,211522,201053,2710,85,3,Santa Clara
9389,2015,211523,201053,2710,85,3,Santa Clara
9390,2016,211524,201054,2710,85,3,Santa Clara
9391,2016,211525,201054,2710,85,3,Santa Clara
9392,1766,211527,200775,2702,85,3,Santa Clara
9393,1059,211529,200017,2702,85,3,Santa Clara
9394,1764,211530,200773,2702,85,3,Santa Clara
9395,1826,211531,200841,2702,85,3,Santa Clara
9396,1826,211532,200841,2702,85,3,Santa Clara
9397,1826,211533,200841,2702,85,3,Santa Clara
9398,1980,211534,201015,2702,85,3,Santa Clara
9399,1996,211535,201033,2707,85,3,Santa Clara
9400,1362,211538,200336,2707,85,3,Santa Clara
9401,1264,211543,200234,2703,85,3,Santa Clara
9402,1362,211545,200336,2707,85,3,Santa Clara
9403,1362,211547,200336,2707,85,3,Santa Clara
9404,1411,211549,200389,2708,85,3,Santa Clara
9405,1415,211551,200393,2708,85,3,Santa Clara
9406,1415,211552,200393,2708,85,3,Santa Clara
9407,1415,211553,200393,2708,85,3,Santa Clara
9408,2026,211554,201064,2708,85,3,Santa Clara
9409,1553,211555,200540,2707,85,3,Santa Clara
9410,1906,211556,200929,2702,85,3,Santa Clara
9411,1765,211561,200774,2702,85,3,Santa Clara
9412,1765,211562,200774,2702,85,3,Santa Clara
